"avgServedBlocksDl:vector SingleCell_withSecondaryGnb.masterEnb.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - SingleCell-CBR-DL-0-20211017-18:28:54-3173)",,"avgServedBlocksDl:vector SingleCell_withSecondaryGnb.secondaryGnb.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - SingleCell-CBR-DL-0-20211017-18:28:54-3173)",
14.269,0,14.269,0
14.27,0,14.27,0
14.271,1,14.271,0
14.272,0,14.272,3
14.273,1,14.273,2
14.274,3,14.274,2
14.275,4,14.275,1
14.276,2,14.276,1
14.277,3,14.277,0
14.278,0,14.278,0
14.279,1,14.279,2
14.28,4,14.28,0
14.281,1,14.281,0
14.282,0,14.282,0
14.283,0,14.283,0
14.284,0,14.284,0
14.285,0,14.285,0
14.286,0,14.286,0
14.287,0,14.287,0
14.288,0,14.288,0
14.289,0,14.289,0
14.29,0,14.29,0
14.291,1,14.291,0
14.292,0,14.292,3
14.293,1,14.293,2
14.294,3,14.294,2
14.295,4,14.295,1
14.296,2,14.296,1
14.297,3,14.297,0
14.298,0,14.298,0
14.299,1,14.299,2
14.3,4,14.3,0
14.301,1,14.301,0
14.302,0,14.302,0
14.303,0,14.303,0
14.304,0,14.304,0
14.305,0,14.305,0
14.306,0,14.306,0
14.307,0,14.307,0
14.308,0,14.308,0
14.309,0,14.309,0
14.31,0,14.31,0
14.311,1,14.311,0
14.312,0,14.312,3
14.313,1,14.313,2
14.314,3,14.314,2
14.315,4,14.315,1
14.316,2,14.316,1
14.317,3,14.317,0
14.318,0,14.318,0
14.319,1,14.319,2
14.32,4,14.32,0
14.321,1,14.321,0
14.322,0,14.322,0
14.323,0,14.323,0
14.324,0,14.324,0
14.325,0,14.325,0
14.326,0,14.326,0
14.327,0,14.327,0
14.328,0,14.328,0
14.329,0,14.329,0
14.33,0,14.33,0
14.331,1,14.331,0
14.332,0,14.332,3
14.333,1,14.333,2
14.334,3,14.334,2
14.335,4,14.335,1
14.336,2,14.336,1
14.337,3,14.337,0
14.338,0,14.338,0
14.339,2,14.339,2
14.34,4,14.34,0
14.341,1,14.341,0
14.342,0,14.342,0
14.343,0,14.343,0
14.344,0,14.344,0
14.345,0,14.345,1
14.346,0,14.346,0
14.347,0,14.347,0
14.348,0,14.348,0
14.349,0,14.349,0
14.35,0,14.35,0
14.351,1,14.351,0
14.352,0,14.352,3
14.353,1,14.353,2
14.354,3,14.354,2
14.355,4,14.355,1
14.356,2,14.356,1
14.357,3,14.357,0
14.358,0,14.358,0
14.359,1,14.359,2
14.36,4,14.36,0
14.361,1,14.361,0
14.362,0,14.362,0
14.363,0,14.363,0
14.364,0,14.364,0
14.365,0,14.365,0
14.366,0,14.366,0
14.367,0,14.367,0
14.368,0,14.368,0
14.369,0,14.369,0
14.37,0,14.37,0
14.371,1,14.371,0
14.372,0,14.372,3
14.373,1,14.373,2
14.374,3,14.374,2
14.375,4,14.375,1
14.376,2,14.376,1
14.377,3,14.377,0
14.378,0,14.378,0
14.379,2,14.379,2
14.38,4,14.38,0
14.381,1,14.381,0
14.382,0,14.382,0
14.383,0,14.383,0
14.384,0,14.384,0
14.385,0,14.385,0
14.386,0,14.386,0
14.387,0,14.387,0
14.388,0,14.388,0
14.389,0,14.389,0
14.39,0,14.39,0
14.391,1,14.391,0
14.392,0,14.392,3
14.393,1,14.393,2
14.394,3,14.394,2
14.395,4,14.395,1
14.396,2,14.396,1
14.397,3,14.397,0
14.398,0,14.398,0
14.399,2,14.399,2
14.4,4,14.4,0
14.401,1,14.401,0
14.402,0,14.402,0
14.403,0,14.403,0
14.404,0,14.404,0
14.405,0,14.405,0
14.406,0,14.406,0
14.407,0,14.407,0
14.408,0,14.408,0
14.409,0,14.409,0
14.41,0,14.41,0
14.411,1,14.411,0
14.412,0,14.412,3
14.413,1,14.413,2
14.414,4,14.414,2
14.415,2,14.415,1
14.416,2,14.416,1
14.417,3,14.417,0
14.418,0,14.418,0
14.419,2,14.419,2
14.42,4,14.42,0
14.421,1,14.421,0
14.422,0,14.422,0
14.423,0,14.423,0
14.424,0,14.424,0
14.425,0,14.425,0
14.426,0,14.426,0
14.427,0,14.427,0
14.428,0,14.428,0
14.429,0,14.429,0
14.43,0,14.43,0
14.431,1,14.431,0
14.432,0,14.432,3
14.433,1,14.433,2
14.434,4,14.434,2
14.435,2,14.435,1
14.436,2,14.436,1
14.437,3,14.437,0
14.438,0,14.438,0
14.439,2,14.439,2
14.44,4,14.44,1
14.441,1,14.441,0
14.442,0,14.442,0
14.443,0,14.443,0
14.444,0,14.444,0
14.445,0,14.445,0
14.446,0,14.446,0
14.447,0,14.447,0
14.448,0,14.448,0
14.449,0,14.449,0
14.45,0,14.45,0
14.451,1,14.451,0
14.452,0,14.452,3
14.453,1,14.453,2
14.454,4,14.454,2
14.455,2,14.455,1
14.456,2,14.456,1
14.457,3,14.457,0
14.458,0,14.458,0
14.459,2,14.459,2
14.46,4,14.46,0
14.461,1,14.461,0
14.462,0,14.462,0
14.463,0,14.463,0
14.464,0,14.464,0
14.465,0,14.465,0
14.466,0,14.466,0
14.467,0,14.467,0
14.468,0,14.468,0
14.469,0,14.469,0
14.47,0,14.47,0
14.471,1,14.471,0
14.472,0,14.472,3
14.473,1,14.473,2
14.474,4,14.474,2
14.475,2,14.475,1
14.476,2,14.476,1
14.477,3,14.477,0
14.478,0,14.478,0
14.479,2,14.479,2
14.48,4,14.48,0
14.481,1,14.481,0
14.482,0,14.482,0
14.483,0,14.483,0
14.484,0,14.484,0
14.485,0,14.485,1
14.486,0,14.486,0
14.487,0,14.487,0
14.488,0,14.488,0
14.489,0,14.489,0
14.49,0,14.49,0
14.491,1,14.491,0
14.492,0,14.492,3
14.493,1,14.493,2
14.494,4,14.494,2
14.495,2,14.495,1
14.496,2,14.496,1
14.497,3,14.497,0
14.498,0,14.498,0
14.499,2,14.499,2
14.5,4,14.5,0
14.501,1,14.501,0
14.502,0,14.502,0
14.503,0,14.503,0
14.504,0,14.504,0
14.505,0,14.505,0
14.506,0,14.506,0
14.507,0,14.507,0
14.508,0,14.508,0
14.509,0,14.509,0
14.51,0,14.51,0
14.511,1,14.511,0
14.512,0,14.512,3
14.513,2,14.513,2
14.514,4,14.514,2
14.515,2,14.515,1
14.516,2,14.516,1
14.517,3,14.517,0
14.518,0,14.518,0
14.519,2,14.519,1
14.52,4,14.52,0
14.521,1,14.521,0
14.522,0,14.522,0
14.523,0,14.523,0
14.524,0,14.524,0
14.525,0,14.525,0
14.526,0,14.526,0
14.527,0,14.527,0
14.528,0,14.528,0
14.529,0,14.529,0
14.53,0,14.53,0
14.531,1,14.531,0
14.532,0,14.532,3
14.533,2,14.533,2
14.534,4,14.534,2
14.535,2,14.535,1
14.536,2,14.536,1
14.537,3,14.537,0
14.538,0,14.538,0
14.539,2,14.539,1
14.54,4,14.54,0
14.541,1,14.541,0
14.542,0,14.542,0
14.543,0,14.543,0
14.544,0,14.544,0
14.545,0,14.545,0
14.546,0,14.546,0
14.547,0,14.547,0
14.548,0,14.548,0
14.549,0,14.549,0
14.55,0,14.55,0
14.551,1,14.551,0
14.552,0,14.552,3
14.553,2,14.553,2
14.554,4,14.554,2
14.555,2,14.555,1
14.556,2,14.556,1
14.557,3,14.557,0
14.558,0,14.558,0
14.559,2,14.559,1
14.56,4,14.56,0
14.561,1,14.561,0
14.562,0,14.562,0
14.563,0,14.563,0
14.564,0,14.564,0
14.565,0,14.565,0
14.566,0,14.566,0
14.567,0,14.567,0
14.568,0,14.568,0
14.569,0,14.569,0
14.57,0,14.57,0
14.571,1,14.571,0
14.572,0,14.572,3
14.573,2,14.573,2
14.574,4,14.574,2
14.575,2,14.575,1
14.576,2,14.576,1
14.577,3,14.577,0
14.578,0,14.578,0
14.579,2,14.579,1
14.58,4,14.58,0
14.581,1,14.581,0
14.582,0,14.582,0
14.583,0,14.583,0
14.584,0,14.584,0
14.585,0,14.585,0
14.586,0,14.586,0
14.587,0,14.587,0
14.588,0,14.588,0
14.589,0,14.589,0
14.59,0,14.59,0
14.591,1,14.591,0
14.592,0,14.592,3
14.593,2,14.593,2
14.594,4,14.594,2
14.595,2,14.595,1
14.596,2,14.596,1
14.597,3,14.597,0
14.598,0,14.598,0
14.599,2,14.599,1
14.6,4,14.6,0
14.601,1,14.601,0
14.602,0,14.602,0
14.603,0,14.603,0
14.604,0,14.604,0
14.605,0,14.605,0
14.606,0,14.606,0
14.607,0,14.607,0
14.608,0,14.608,0
14.609,0,14.609,0
14.61,0,14.61,0
14.611,1,14.611,0
14.612,0,14.612,3
14.613,2,14.613,2
14.614,4,14.614,2
14.615,2,14.615,1
14.616,2,14.616,1
14.617,3,14.617,0
14.618,0,14.618,0
14.619,2,14.619,1
14.62,4,14.62,0
14.621,1,14.621,0
14.622,0,14.622,0
14.623,0,14.623,0
14.624,0,14.624,0
14.625,0,14.625,0
14.626,0,14.626,0
14.627,0,14.627,0
14.628,0,14.628,0
14.629,0,14.629,0
14.63,0,14.63,0
14.631,1,14.631,0
14.632,0,14.632,3
14.633,2,14.633,2
14.634,4,14.634,2
14.635,2,14.635,1
14.636,2,14.636,1
14.637,3,14.637,0
14.638,0,14.638,0
14.639,2,14.639,1
14.64,4,14.64,0
14.641,1,14.641,0
14.642,0,14.642,0
14.643,0,14.643,0
14.644,0,14.644,0
14.645,0,14.645,0
14.646,0,14.646,0
14.647,0,14.647,0
14.648,0,14.648,0
14.649,0,14.649,0
14.65,0,14.65,0
14.651,1,14.651,0
14.652,0,14.652,3
14.653,2,14.653,2
14.654,4,14.654,2
14.655,2,14.655,1
14.656,2,14.656,1
14.657,3,14.657,0
14.658,0,14.658,0
14.659,2,14.659,1
14.66,4,14.66,0
14.661,1,14.661,0
14.662,0,14.662,0
14.663,0,14.663,0
14.664,0,14.664,0
14.665,0,14.665,0
14.666,0,14.666,0
14.667,0,14.667,0
14.668,0,14.668,0
14.669,0,14.669,0
14.67,0,14.67,0
14.671,1,14.671,0
14.672,0,14.672,3
14.673,2,14.673,2
14.674,4,14.674,2
14.675,2,14.675,1
14.676,2,14.676,1
14.677,3,14.677,0
14.678,0,14.678,0
14.679,2,14.679,1
14.68,4,14.68,0
14.681,1,14.681,0
14.682,0,14.682,0
14.683,0,14.683,0
14.684,0,14.684,0
14.685,0,14.685,0
14.686,0,14.686,0
14.687,0,14.687,0
14.688,0,14.688,0
14.689,0,14.689,0
14.69,0,14.69,0
14.691,1,14.691,0
14.692,0,14.692,3
14.693,2,14.693,2
14.694,4,14.694,2
14.695,2,14.695,1
14.696,2,14.696,1
14.697,3,14.697,0
14.698,0,14.698,0
14.699,2,14.699,1
14.7,4,14.7,0
14.701,1,14.701,0
14.702,0,14.702,0
14.703,0,14.703,0
14.704,0,14.704,0
14.705,0,14.705,0
14.706,0,14.706,0
14.707,0,14.707,0
14.708,0,14.708,0
14.709,0,14.709,0
14.71,0,14.71,0
14.711,1,14.711,0
14.712,0,14.712,3
14.713,2,14.713,2
14.714,4,14.714,2
14.715,2,14.715,1
14.716,2,14.716,1
14.717,3,14.717,0
14.718,0,14.718,0
14.719,2,14.719,1
14.72,4,14.72,0
14.721,1,14.721,0
14.722,0,14.722,0
14.723,0,14.723,0
14.724,0,14.724,0
14.725,0,14.725,0
14.726,0,14.726,0
14.727,0,14.727,0
14.728,0,14.728,0
14.729,0,14.729,0
14.73,0,14.73,0
14.731,1,14.731,0
14.732,0,14.732,3
14.733,2,14.733,2
14.734,4,14.734,2
14.735,2,14.735,1
14.736,2,14.736,1
14.737,3,14.737,0
14.738,0,14.738,0
14.739,2,14.739,1
14.74,4,14.74,0
14.741,1,14.741,0
14.742,0,14.742,0
14.743,0,14.743,0
14.744,0,14.744,0
14.745,0,14.745,0
14.746,0,14.746,0
14.747,0,14.747,0
14.748,0,14.748,0
14.749,0,14.749,0
14.75,0,14.75,0
14.751,1,14.751,0
14.752,0,14.752,3
14.753,2,14.753,2
14.754,4,14.754,2
14.755,2,14.755,1
14.756,2,14.756,1
14.757,3,14.757,0
14.758,0,14.758,0
14.759,2,14.759,1
14.76,4,14.76,0
14.761,1,14.761,0
14.762,0,14.762,0
14.763,0,14.763,0
14.764,0,14.764,0
14.765,0,14.765,0
14.766,0,14.766,0
14.767,0,14.767,0
14.768,0,14.768,0
14.769,0,14.769,0
14.77,0,14.77,0
14.771,1,14.771,0
14.772,0,14.772,3
14.773,2,14.773,2
14.774,4,14.774,2
14.775,2,14.775,1
14.776,2,14.776,1
14.777,3,14.777,0
14.778,0,14.778,0
14.779,2,14.779,1
14.78,4,14.78,0
14.781,1,14.781,0
14.782,0,14.782,0
14.783,0,14.783,0
14.784,0,14.784,0
14.785,0,14.785,0
14.786,0,14.786,0
14.787,0,14.787,0
14.788,0,14.788,0
14.789,0,14.789,0
14.79,0,14.79,0
14.791,1,14.791,0
14.792,0,14.792,3
14.793,2,14.793,2
14.794,4,14.794,2
14.795,2,14.795,1
14.796,2,14.796,1
14.797,3,14.797,0
14.798,0,14.798,0
14.799,2,14.799,1
14.8,4,14.8,0
14.801,1,14.801,0
14.802,0,14.802,0
14.803,0,14.803,0
14.804,0,14.804,0
14.805,0,14.805,0
14.806,0,14.806,0
14.807,0,14.807,0
14.808,0,14.808,0
14.809,0,14.809,0
14.81,0,14.81,0
14.811,1,14.811,0
14.812,0,14.812,3
14.813,2,14.813,2
14.814,4,14.814,2
14.815,2,14.815,1
14.816,2,14.816,1
14.817,5,14.817,0
14.818,0,14.818,0
14.819,2,14.819,1
14.82,4,14.82,0
14.821,1,14.821,0
14.822,0,14.822,0
14.823,0,14.823,0
14.824,0,14.824,0
14.825,0,14.825,0
14.826,0,14.826,0
14.827,0,14.827,0
14.828,0,14.828,0
14.829,0,14.829,0
14.83,0,14.83,0
14.831,1,14.831,0
14.832,0,14.832,3
14.833,2,14.833,2
14.834,4,14.834,2
14.835,2,14.835,1
14.836,2,14.836,1
14.837,3,14.837,0
14.838,0,14.838,0
14.839,2,14.839,1
14.84,4,14.84,0
14.841,1,14.841,0
14.842,0,14.842,0
14.843,0,14.843,0
14.844,0,14.844,0
14.845,0,14.845,0
14.846,0,14.846,0
14.847,0,14.847,0
14.848,0,14.848,0
14.849,0,14.849,0
14.85,0,14.85,0
14.851,1,14.851,0
14.852,0,14.852,3
14.853,2,14.853,2
14.854,4,14.854,2
14.855,2,14.855,1
14.856,2,14.856,1
14.857,3,14.857,0
14.858,0,14.858,0
14.859,2,14.859,1
14.86,4,14.86,0
14.861,1,14.861,0
14.862,0,14.862,0
14.863,0,14.863,0
14.864,0,14.864,0
14.865,0,14.865,0
14.866,0,14.866,0
14.867,0,14.867,0
14.868,0,14.868,0
14.869,0,14.869,0
14.87,0,14.87,0
14.871,1,14.871,0
14.872,0,14.872,3
14.873,2,14.873,2
14.874,4,14.874,2
14.875,2,14.875,1
14.876,2,14.876,1
14.877,3,14.877,0
14.878,0,14.878,0
14.879,2,14.879,1
14.88,4,14.88,0
14.881,1,14.881,0
14.882,0,14.882,0
14.883,0,14.883,0
14.884,0,14.884,0
14.885,0,14.885,0
14.886,0,14.886,0
14.887,0,14.887,0
14.888,0,14.888,0
14.889,0,14.889,0
14.89,0,14.89,0
14.891,1,14.891,0
14.892,0,14.892,3
14.893,2,14.893,2
14.894,4,14.894,2
14.895,2,14.895,1
14.896,2,14.896,1
14.897,3,14.897,0
14.898,0,14.898,0
14.899,2,14.899,1
14.9,4,14.9,0
14.901,1,14.901,0
14.902,0,14.902,0
14.903,0,14.903,0
14.904,0,14.904,0
14.905,0,14.905,0
14.906,0,14.906,0
14.907,0,14.907,0
14.908,0,14.908,0
14.909,0,14.909,0
14.91,0,14.91,0
14.911,1,14.911,0
14.912,0,14.912,3
14.913,2,14.913,2
14.914,4,14.914,2
14.915,1,14.915,1
14.916,3,14.916,1
14.917,3,14.917,0
14.918,0,14.918,0
14.919,2,14.919,1
14.92,4,14.92,0
14.921,1,14.921,0
14.922,0,14.922,0
14.923,0,14.923,0
14.924,0,14.924,0
14.925,0,14.925,0
14.926,0,14.926,0
14.927,0,14.927,0
14.928,0,14.928,0
14.929,0,14.929,0
14.93,0,14.93,0
14.931,1,14.931,0
14.932,0,14.932,3
14.933,2,14.933,2
14.934,4,14.934,2
14.935,1,14.935,1
14.936,3,14.936,1
14.937,3,14.937,0
14.938,0,14.938,0
14.939,2,14.939,1
14.94,4,14.94,0
14.941,1,14.941,0
14.942,0,14.942,0
14.943,0,14.943,0
14.944,0,14.944,0
14.945,0,14.945,0
14.946,0,14.946,0
14.947,0,14.947,0
14.948,0,14.948,0
14.949,0,14.949,0
14.95,0,14.95,0
14.951,1,14.951,0
14.952,0,14.952,3
14.953,2,14.953,2
14.954,4,14.954,2
14.955,1,14.955,1
14.956,3,14.956,1
14.957,3,14.957,0
14.958,0,14.958,0
14.959,2,14.959,1
14.96,4,14.96,0
14.961,1,14.961,0
14.962,0,14.962,0
14.963,0,14.963,0
14.964,0,14.964,0
14.965,0,14.965,0
14.966,0,14.966,0
14.967,0,14.967,0
14.968,0,14.968,0
14.969,0,14.969,0
14.97,0,14.97,0
14.971,1,14.971,0
14.972,0,14.972,3
14.973,2,14.973,2
14.974,4,14.974,2
14.975,1,14.975,1
14.976,3,14.976,1
14.977,3,14.977,0
14.978,0,14.978,0
14.979,2,14.979,1
14.98,4,14.98,0
14.981,1,14.981,0
14.982,0,14.982,0
14.983,0,14.983,0
14.984,0,14.984,0
14.985,0,14.985,0
14.986,0,14.986,0
14.987,0,14.987,0
14.988,0,14.988,0
14.989,0,14.989,0
14.99,0,14.99,0
14.991,1,14.991,0
14.992,0,14.992,3
14.993,2,14.993,2
14.994,4,14.994,2
14.995,1,14.995,1
14.996,3,14.996,1
14.997,3,14.997,0
14.998,0,14.998,0
14.999,2,14.999,1
15,4,15,0
15.001,1,15.001,0
15.002,0,15.002,0
15.003,0,15.003,0
15.004,0,15.004,0
15.005,0,15.005,0
15.006,0,15.006,0
15.007,0,15.007,0
15.008,0,15.008,0
15.009,0,15.009,0
15.01,0,15.01,0
15.011,1,15.011,0
15.012,0,15.012,3
15.013,2,15.013,2
15.014,4,15.014,2
15.015,1,15.015,1
15.016,3,15.016,1
15.017,3,15.017,0
15.018,0,15.018,0
15.019,2,15.019,1
15.02,4,15.02,0
15.021,1,15.021,0
15.022,0,15.022,0
15.023,0,15.023,0
15.024,0,15.024,0
15.025,0,15.025,0
15.026,0,15.026,0
15.027,0,15.027,0
15.028,0,15.028,0
15.029,0,15.029,0
15.03,0,15.03,0
15.031,1,15.031,0
15.032,0,15.032,3
15.033,2,15.033,2
15.034,4,15.034,2
15.035,1,15.035,1
15.036,3,15.036,1
15.037,3,15.037,0
15.038,0,15.038,0
15.039,2,15.039,1
15.04,4,15.04,0
15.041,1,15.041,0
15.042,0,15.042,0
15.043,0,15.043,0
15.044,0,15.044,0
15.045,0,15.045,0
15.046,0,15.046,0
15.047,0,15.047,0
15.048,0,15.048,0
15.049,0,15.049,0
15.05,0,15.05,0
15.051,1,15.051,0
15.052,0,15.052,3
15.053,2,15.053,2
15.054,4,15.054,2
15.055,1,15.055,1
15.056,3,15.056,1
15.057,3,15.057,0
15.058,0,15.058,0
15.059,2,15.059,1
15.06,4,15.06,0
15.061,1,15.061,0
15.062,0,15.062,0
15.063,0,15.063,0
15.064,0,15.064,0
15.065,0,15.065,0
15.066,0,15.066,0
15.067,0,15.067,0
15.068,0,15.068,0
15.069,0,15.069,0
15.07,0,15.07,0
15.071,1,15.071,0
15.072,0,15.072,3
15.073,2,15.073,2
15.074,4,15.074,2
15.075,1,15.075,1
15.076,3,15.076,1
15.077,3,15.077,0
15.078,0,15.078,0
15.079,2,15.079,1
15.08,4,15.08,0
15.081,1,15.081,0
15.082,0,15.082,0
15.083,0,15.083,0
15.084,0,15.084,0
15.085,0,15.085,0
15.086,0,15.086,0
15.087,0,15.087,0
15.088,0,15.088,0
15.089,0,15.089,0
15.09,0,15.09,0
15.091,1,15.091,0
15.092,0,15.092,3
15.093,2,15.093,2
15.094,4,15.094,2
15.095,1,15.095,1
15.096,3,15.096,1
15.097,3,15.097,0
15.098,0,15.098,0
15.099,2,15.099,1
15.1,4,15.1,0
15.101,1,15.101,0
15.102,0,15.102,0
15.103,0,15.103,0
15.104,0,15.104,0
15.105,0,15.105,0
15.106,0,15.106,0
15.107,0,15.107,0
15.108,0,15.108,0
15.109,0,15.109,0
15.11,0,15.11,0
15.111,1,15.111,0
15.112,0,15.112,3
15.113,2,15.113,2
15.114,4,15.114,2
15.115,1,15.115,1
15.116,3,15.116,1
15.117,3,15.117,0
15.118,0,15.118,0
15.119,2,15.119,1
15.12,4,15.12,0
15.121,1,15.121,0
15.122,0,15.122,0
15.123,0,15.123,0
15.124,0,15.124,0
15.125,0,15.125,0
15.126,0,15.126,0
15.127,0,15.127,0
15.128,0,15.128,0
15.129,0,15.129,0
15.13,0,15.13,0
15.131,1,15.131,0
15.132,0,15.132,3
15.133,2,15.133,2
15.134,4,15.134,2
15.135,1,15.135,1
15.136,3,15.136,1
15.137,3,15.137,0
15.138,0,15.138,0
15.139,2,15.139,1
15.14,4,15.14,0
15.141,1,15.141,0
15.142,0,15.142,0
15.143,0,15.143,0
15.144,0,15.144,0
15.145,0,15.145,0
15.146,0,15.146,0
15.147,0,15.147,0
15.148,0,15.148,0
15.149,0,15.149,0
15.15,0,15.15,0
15.151,1,15.151,0
15.152,0,15.152,3
15.153,2,15.153,2
15.154,4,15.154,2
15.155,1,15.155,1
15.156,3,15.156,1
15.157,3,15.157,0
15.158,0,15.158,0
15.159,2,15.159,1
15.16,4,15.16,0
15.161,1,15.161,0
15.162,0,15.162,0
15.163,0,15.163,0
15.164,0,15.164,0
15.165,0,15.165,0
15.166,0,15.166,0
15.167,0,15.167,0
15.168,0,15.168,0
15.169,0,15.169,0
15.17,0,15.17,0
15.171,1,15.171,0
15.172,0,15.172,3
15.173,2,15.173,2
15.174,4,15.174,2
15.175,1,15.175,1
15.176,3,15.176,1
15.177,3,15.177,0
15.178,0,15.178,0
15.179,2,15.179,1
15.18,4,15.18,0
15.181,1,15.181,0
15.182,0,15.182,0
15.183,0,15.183,0
15.184,0,15.184,0
15.185,0,15.185,0
15.186,0,15.186,0
15.187,0,15.187,0
15.188,0,15.188,0
15.189,0,15.189,0
15.19,0,15.19,0
15.191,1,15.191,0
15.192,0,15.192,3
15.193,2,15.193,2
15.194,4,15.194,2
15.195,1,15.195,1
15.196,3,15.196,1
15.197,3,15.197,0
15.198,0,15.198,0
15.199,2,15.199,1
15.2,4,15.2,0
15.201,1,15.201,0
15.202,0,15.202,0
15.203,0,15.203,0
15.204,0,15.204,0
15.205,0,15.205,0
15.206,0,15.206,0
15.207,0,15.207,0
15.208,0,15.208,0
15.209,0,15.209,0
15.21,0,15.21,0
15.211,1,15.211,0
15.212,0,15.212,3
15.213,2,15.213,2
15.214,3,15.214,2
15.215,3,15.215,1
15.216,3,15.216,1
15.217,3,15.217,0
15.218,0,15.218,0
15.219,2,15.219,1
15.22,4,15.22,0
15.221,1,15.221,0
15.222,0,15.222,0
15.223,0,15.223,0
15.224,0,15.224,0
15.225,0,15.225,0
15.226,0,15.226,0
15.227,0,15.227,0
15.228,0,15.228,0
15.229,0,15.229,0
15.23,0,15.23,0
15.231,1,15.231,0
15.232,0,15.232,3
15.233,2,15.233,2
15.234,3,15.234,2
15.235,3,15.235,1
15.236,3,15.236,1
15.237,3,15.237,0
15.238,0,15.238,0
15.239,2,15.239,1
15.24,4,15.24,0
15.241,1,15.241,0
15.242,0,15.242,0
15.243,0,15.243,0
15.244,0,15.244,0
15.245,0,15.245,0
15.246,0,15.246,0
15.247,0,15.247,0
15.248,0,15.248,0
15.249,0,15.249,0
15.25,0,15.25,0
15.251,1,15.251,0
15.252,0,15.252,3
15.253,2,15.253,2
15.254,3,15.254,2
15.255,3,15.255,1
15.256,3,15.256,1
15.257,3,15.257,0
15.258,0,15.258,0
15.259,2,15.259,1
15.26,4,15.26,0
15.261,1,15.261,0
15.262,0,15.262,0
15.263,0,15.263,0
15.264,0,15.264,0
15.265,0,15.265,0
15.266,0,15.266,0
15.267,0,15.267,0
15.268,0,15.268,0
15.269,0,15.269,0
15.27,0,15.27,0
15.271,1,15.271,0
15.272,0,15.272,3
15.273,2,15.273,2
15.274,3,15.274,2
15.275,3,15.275,1
15.276,3,15.276,1
15.277,3,15.277,0
15.278,0,15.278,0
15.279,1,15.279,1
15.28,4,15.28,0
15.281,1,15.281,0
15.282,0,15.282,0
15.283,0,15.283,0
15.284,0,15.284,0
15.285,0,15.285,0
15.286,0,15.286,0
15.287,0,15.287,0
15.288,0,15.288,0
15.289,0,15.289,0
15.29,0,15.29,0
15.291,1,15.291,0
15.292,0,15.292,3
15.293,2,15.293,2
15.294,3,15.294,2
15.295,3,15.295,1
15.296,3,15.296,1
15.297,3,15.297,0
15.298,0,15.298,0
15.299,2,15.299,1
15.3,4,15.3,0
15.301,1,15.301,0
15.302,0,15.302,0
15.303,0,15.303,0
15.304,0,15.304,0
15.305,0,15.305,0
15.306,0,15.306,0
15.307,0,15.307,0
15.308,0,15.308,0
15.309,0,15.309,0
15.31,0,15.31,0
15.311,1,15.311,0
15.312,0,15.312,3
15.313,2,15.313,2
15.314,3,15.314,2
15.315,3,15.315,1
15.316,3,15.316,1
15.317,3,15.317,0
15.318,0,15.318,0
15.319,2,15.319,1
15.32,4,15.32,0
15.321,1,15.321,0
15.322,0,15.322,0
15.323,0,15.323,0
15.324,0,15.324,0
15.325,0,15.325,0
15.326,0,15.326,0
15.327,0,15.327,0
15.328,0,15.328,0
15.329,0,15.329,0
15.33,0,15.33,0
15.331,1,15.331,0
15.332,0,15.332,3
15.333,2,15.333,2
15.334,3,15.334,2
15.335,3,15.335,1
15.336,3,15.336,1
15.337,3,15.337,0
15.338,0,15.338,0
15.339,2,15.339,1
15.34,4,15.34,0
15.341,1,15.341,0
15.342,0,15.342,0
15.343,0,15.343,0
15.344,0,15.344,0
15.345,0,15.345,0
15.346,0,15.346,0
15.347,0,15.347,0
15.348,0,15.348,0
15.349,0,15.349,0
15.35,0,15.35,0
15.351,1,15.351,0
15.352,0,15.352,3
15.353,2,15.353,2
15.354,3,15.354,2
15.355,3,15.355,1
15.356,3,15.356,1
15.357,3,15.357,0
15.358,0,15.358,0
15.359,2,15.359,1
15.36,4,15.36,0
15.361,1,15.361,0
15.362,0,15.362,0
15.363,0,15.363,0
15.364,0,15.364,0
15.365,0,15.365,0
15.366,0,15.366,0
15.367,0,15.367,0
15.368,0,15.368,0
15.369,0,15.369,0
15.37,0,15.37,0
15.371,1,15.371,0
15.372,0,15.372,3
15.373,2,15.373,2
15.374,3,15.374,2
15.375,3,15.375,1
15.376,3,15.376,1
15.377,3,15.377,0
15.378,0,15.378,0
15.379,2,15.379,1
15.38,4,15.38,0
15.381,1,15.381,0
15.382,0,15.382,0
15.383,0,15.383,0
15.384,0,15.384,0
15.385,0,15.385,0
15.386,0,15.386,0
15.387,0,15.387,0
15.388,0,15.388,0
15.389,0,15.389,0
15.39,0,15.39,0
15.391,1,15.391,0
15.392,0,15.392,3
15.393,2,15.393,2
15.394,4,15.394,2
15.395,1,15.395,1
15.396,3,15.396,1
15.397,2,15.397,0
15.398,0,15.398,0
15.399,2,15.399,1
15.4,5,15.4,1
15.401,2,15.401,0
15.402,0,15.402,0
15.403,0,15.403,0
15.404,0,15.404,0
15.405,0,15.405,0
15.406,0,15.406,0
15.407,0,15.407,0
15.408,0,15.408,0
15.409,0,15.409,0
