Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-masterEnb1 #comment:- Number of resource block (values in blocks) by Enb1 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-secondaryGnb1 #comment:- Number of resource block (values in blocks) by Gnb1 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-masterEnb2  #comment:- Number of resource block (values in blocks) by Enb2 in downlink with total reource blocks=50.,Simulation time (in s),avgServedBlocksDl-MultiCell_withSecondaryGnb-secondaryGnb2   #comment:- Number of resource block (values in blocks) by Gnb2 in downlink with total reource blocks=50.
32.412,0,32.412,1,32.412,0,32.412,2
32.413,1,32.413,2,32.413,0,32.413,0
32.414,1,32.414,2,32.414,1,32.414,0
32.415,1,32.415,0,32.415,1,32.415,0
32.416,0,32.416,0,32.416,1,32.416,1
32.417,1,32.417,0,32.417,0,32.417,0
32.418,0,32.418,1,32.418,0,32.418,0
32.419,2,32.419,2,32.419,0,32.419,0
32.42,3,32.42,1,32.42,0,32.42,0
32.421,1,32.421,0,32.421,1,32.421,0
32.422,0,32.422,0,32.422,0,32.422,0
32.423,0,32.423,0,32.423,0,32.423,0
32.424,0,32.424,0,32.424,0,32.424,0
32.425,0,32.425,0,32.425,0,32.425,0
32.426,0,32.426,0,32.426,0,32.426,0
32.427,0,32.427,0,32.427,0,32.427,0
32.428,0,32.428,0,32.428,0,32.428,0
32.429,0,32.429,0,32.429,0,32.429,0
32.43,0,32.43,0,32.43,0,32.43,0
32.431,1,32.431,0,32.431,0,32.431,0
32.432,0,32.432,1,32.432,0,32.432,2
32.433,1,32.433,2,32.433,0,32.433,0
32.434,1,32.434,2,32.434,1,32.434,0
32.435,1,32.435,0,32.435,1,32.435,0
32.436,0,32.436,0,32.436,1,32.436,1
32.437,1,32.437,0,32.437,0,32.437,0
32.438,0,32.438,0,32.438,0,32.438,0
32.439,1,32.439,1,32.439,0,32.439,0
32.44,3,32.44,1,32.44,0,32.44,0
32.441,1,32.441,0,32.441,1,32.441,0
32.442,0,32.442,0,32.442,0,32.442,0
32.443,0,32.443,0,32.443,0,32.443,0
32.444,0,32.444,0,32.444,0,32.444,0
32.445,0,32.445,0,32.445,0,32.445,0
32.446,1,32.446,0,32.446,0,32.446,0
32.447,0,32.447,0,32.447,0,32.447,0
32.448,0,32.448,0,32.448,0,32.448,0
32.449,0,32.449,0,32.449,0,32.449,0
32.45,0,32.45,0,32.45,0,32.45,0
32.451,1,32.451,0,32.451,0,32.451,0
32.452,0,32.452,1,32.452,0,32.452,2
32.453,1,32.453,2,32.453,0,32.453,0
32.454,1,32.454,2,32.454,1,32.454,0
32.455,1,32.455,0,32.455,1,32.455,0
32.456,0,32.456,0,32.456,1,32.456,1
32.457,1,32.457,0,32.457,0,32.457,0
32.458,0,32.458,0,32.458,0,32.458,0
32.459,1,32.459,1,32.459,0,32.459,0
32.46,3,32.46,1,32.46,0,32.46,0
32.461,1,32.461,0,32.461,1,32.461,0
32.462,0,32.462,0,32.462,0,32.462,0
32.463,0,32.463,0,32.463,0,32.463,0
32.464,0,32.464,0,32.464,0,32.464,0
32.465,0,32.465,0,32.465,0,32.465,0
32.466,0,32.466,0,32.466,0,32.466,0
32.467,0,32.467,0,32.467,0,32.467,0
32.468,0,32.468,0,32.468,0,32.468,0
32.469,0,32.469,0,32.469,0,32.469,0
32.47,0,32.47,0,32.47,0,32.47,0
32.471,1,32.471,0,32.471,0,32.471,0
32.472,0,32.472,1,32.472,0,32.472,2
32.473,1,32.473,2,32.473,0,32.473,0
32.474,1,32.474,2,32.474,1,32.474,0
32.475,1,32.475,0,32.475,1,32.475,0
32.476,0,32.476,0,32.476,1,32.476,1
32.477,1,32.477,0,32.477,0,32.477,0
32.478,0,32.478,0,32.478,0,32.478,0
32.479,1,32.479,1,32.479,0,32.479,0
32.48,3,32.48,1,32.48,0,32.48,0
32.481,1,32.481,0,32.481,1,32.481,0
32.482,0,32.482,0,32.482,0,32.482,0
32.483,0,32.483,0,32.483,0,32.483,0
32.484,0,32.484,0,32.484,0,32.484,0
32.485,0,32.485,0,32.485,0,32.485,0
32.486,0,32.486,0,32.486,0,32.486,0
32.487,0,32.487,0,32.487,0,32.487,0
32.488,0,32.488,0,32.488,0,32.488,0
32.489,0,32.489,0,32.489,0,32.489,0
32.49,0,32.49,0,32.49,0,32.49,0
32.491,1,32.491,0,32.491,0,32.491,0
32.492,0,32.492,1,32.492,0,32.492,2
32.493,1,32.493,2,32.493,0,32.493,0
32.494,1,32.494,2,32.494,1,32.494,0
32.495,1,32.495,0,32.495,1,32.495,0
32.496,0,32.496,0,32.496,1,32.496,1
32.497,1,32.497,0,32.497,0,32.497,0
32.498,0,32.498,0,32.498,0,32.498,0
32.499,1,32.499,1,32.499,0,32.499,0
32.5,3,32.5,1,32.5,0,32.5,0
32.501,1,32.501,0,32.501,1,32.501,0
32.502,0,32.502,0,32.502,0,32.502,0
32.503,0,32.503,0,32.503,0,32.503,0
32.504,0,32.504,0,32.504,0,32.504,0
32.505,0,32.505,0,32.505,0,32.505,0
32.506,1,32.506,0,32.506,0,32.506,0
32.507,0,32.507,0,32.507,0,32.507,0
32.508,0,32.508,0,32.508,0,32.508,0
32.509,0,32.509,0,32.509,0,32.509,0
32.51,0,32.51,0,32.51,0,32.51,0
32.511,1,32.511,0,32.511,0,32.511,0
32.512,0,32.512,1,32.512,0,32.512,2
32.513,1,32.513,2,32.513,0,32.513,0
32.514,1,32.514,2,32.514,1,32.514,0
32.515,1,32.515,0,32.515,1,32.515,0
32.516,0,32.516,0,32.516,1,32.516,1
32.517,1,32.517,0,32.517,0,32.517,0
32.518,0,32.518,1,32.518,0,32.518,2
32.519,2,32.519,2,32.519,0,32.519,0
32.52,3,32.52,1,32.52,1,32.52,0
32.521,1,32.521,0,32.521,1,32.521,0
32.522,0,32.522,0,32.522,0,32.522,0
32.523,0,32.523,0,32.523,0,32.523,0
32.524,0,32.524,0,32.524,0,32.524,0
32.525,1,32.525,0,32.525,0,32.525,0
32.526,0,32.526,0,32.526,1,32.526,0
32.527,0,32.527,0,32.527,0,32.527,0
32.528,0,32.528,0,32.528,0,32.528,0
32.529,0,32.529,0,32.529,0,32.529,0
32.53,0,32.53,0,32.53,0,32.53,0
32.531,1,32.531,0,32.531,0,32.531,0
32.532,0,32.532,1,32.532,0,32.532,2
32.533,1,32.533,2,32.533,0,32.533,0
32.534,1,32.534,2,32.534,1,32.534,0
32.535,1,32.535,0,32.535,1,32.535,0
32.536,0,32.536,0,32.536,1,32.536,1
32.537,1,32.537,0,32.537,0,32.537,0
32.538,0,32.538,0,32.538,0,32.538,0
32.539,1,32.539,1,32.539,0,32.539,0
32.54,3,32.54,1,32.54,0,32.54,0
32.541,1,32.541,0,32.541,1,32.541,0
32.542,0,32.542,0,32.542,0,32.542,0
32.543,0,32.543,0,32.543,0,32.543,0
32.544,0,32.544,0,32.544,0,32.544,0
32.545,0,32.545,0,32.545,0,32.545,0
32.546,0,32.546,0,32.546,0,32.546,0
32.547,0,32.547,0,32.547,0,32.547,0
32.548,0,32.548,0,32.548,0,32.548,0
32.549,0,32.549,0,32.549,0,32.549,0
32.55,0,32.55,0,32.55,0,32.55,0
32.551,1,32.551,0,32.551,0,32.551,0
32.552,0,32.552,1,32.552,0,32.552,2
32.553,1,32.553,2,32.553,0,32.553,0
32.554,1,32.554,2,32.554,1,32.554,0
32.555,1,32.555,0,32.555,1,32.555,0
32.556,0,32.556,0,32.556,1,32.556,1
32.557,1,32.557,0,32.557,0,32.557,0
32.558,0,32.558,0,32.558,0,32.558,0
32.559,1,32.559,1,32.559,0,32.559,0
32.56,3,32.56,1,32.56,0,32.56,0
32.561,1,32.561,0,32.561,1,32.561,0
32.562,0,32.562,0,32.562,0,32.562,0
32.563,0,32.563,0,32.563,0,32.563,0
32.564,0,32.564,0,32.564,0,32.564,0
32.565,0,32.565,0,32.565,0,32.565,0
32.566,0,32.566,0,32.566,0,32.566,0
32.567,0,32.567,0,32.567,0,32.567,0
32.568,0,32.568,0,32.568,0,32.568,0
32.569,0,32.569,0,32.569,0,32.569,0
32.57,0,32.57,0,32.57,0,32.57,0
32.571,1,32.571,0,32.571,0,32.571,0
32.572,0,32.572,1,32.572,0,32.572,2
32.573,1,32.573,2,32.573,0,32.573,0
32.574,1,32.574,2,32.574,1,32.574,0
32.575,1,32.575,0,32.575,1,32.575,0
32.576,0,32.576,0,32.576,1,32.576,1
32.577,1,32.577,0,32.577,0,32.577,0
32.578,0,32.578,0,32.578,0,32.578,0
32.579,1,32.579,1,32.579,0,32.579,0
32.58,3,32.58,1,32.58,0,32.58,0
32.581,0,32.581,0,32.581,1,32.581,0
32.582,0,32.582,0,32.582,0,32.582,0
32.583,0,32.583,0,32.583,0,32.583,0
32.584,0,32.584,0,32.584,0,32.584,0
32.585,0,32.585,0,32.585,0,32.585,0
32.586,0,32.586,0,32.586,0,32.586,0
32.587,0,32.587,0,32.587,0,32.587,0
32.588,0,32.588,0,32.588,0,32.588,0
32.589,0,32.589,0,32.589,0,32.589,0
32.59,0,32.59,0,32.59,0,32.59,0
32.591,1,32.591,0,32.591,0,32.591,0
32.592,0,32.592,1,32.592,0,32.592,2
32.593,1,32.593,2,32.593,0,32.593,0
32.594,1,32.594,2,32.594,1,32.594,0
32.595,1,32.595,0,32.595,1,32.595,0
32.596,0,32.596,0,32.596,1,32.596,1
32.597,1,32.597,0,32.597,0,32.597,0
32.598,0,32.598,0,32.598,0,32.598,0
32.599,1,32.599,1,32.599,0,32.599,0
32.6,3,32.6,1,32.6,0,32.6,0
32.601,1,32.601,0,32.601,1,32.601,0
32.602,0,32.602,0,32.602,0,32.602,0
32.603,0,32.603,0,32.603,0,32.603,0
32.604,0,32.604,0,32.604,0,32.604,0
32.605,0,32.605,0,32.605,0,32.605,0
32.606,0,32.606,0,32.606,0,32.606,0
32.607,0,32.607,0,32.607,0,32.607,0
32.608,0,32.608,0,32.608,0,32.608,0
32.609,0,32.609,0,32.609,0,32.609,0
32.61,0,32.61,0,32.61,0,32.61,0
32.611,1,32.611,0,32.611,0,32.611,0
32.612,0,32.612,1,32.612,0,32.612,2
32.613,1,32.613,2,32.613,0,32.613,0
32.614,1,32.614,2,32.614,1,32.614,0
32.615,1,32.615,0,32.615,1,32.615,0
32.616,0,32.616,0,32.616,1,32.616,1
32.617,1,32.617,0,32.617,0,32.617,0
32.618,0,32.618,1,32.618,0,32.618,0
32.619,2,32.619,2,32.619,0,32.619,0
32.62,3,32.62,1,32.62,0,32.62,0
32.621,1,32.621,0,32.621,1,32.621,0
32.622,0,32.622,0,32.622,0,32.622,0
32.623,0,32.623,0,32.623,0,32.623,0
32.624,0,32.624,0,32.624,0,32.624,0
32.625,0,32.625,1,32.625,0,32.625,0
32.626,0,32.626,0,32.626,0,32.626,0
32.627,0,32.627,0,32.627,0,32.627,0
32.628,0,32.628,0,32.628,0,32.628,0
32.629,0,32.629,0,32.629,0,32.629,0
32.63,0,32.63,0,32.63,0,32.63,0
32.631,1,32.631,0,32.631,0,32.631,0
32.632,0,32.632,1,32.632,0,32.632,2
32.633,1,32.633,2,32.633,0,32.633,0
32.634,1,32.634,2,32.634,1,32.634,0
32.635,1,32.635,0,32.635,1,32.635,0
32.636,0,32.636,0,32.636,1,32.636,1
32.637,1,32.637,0,32.637,0,32.637,0
32.638,0,32.638,0,32.638,0,32.638,0
32.639,1,32.639,1,32.639,0,32.639,0
32.64,3,32.64,1,32.64,1,32.64,0
32.641,0,32.641,0,32.641,1,32.641,0
32.642,0,32.642,0,32.642,1,32.642,1
32.643,0,32.643,0,32.643,0,32.643,0
32.644,0,32.644,0,32.644,0,32.644,0
32.645,0,32.645,0,32.645,0,32.645,0
32.646,0,32.646,0,32.646,1,32.646,0
32.647,0,32.647,0,32.647,0,32.647,0
32.648,0,32.648,0,32.648,0,32.648,1
32.649,0,32.649,0,32.649,0,32.649,0
32.65,0,32.65,0,32.65,0,32.65,0
32.651,1,32.651,0,32.651,0,32.651,0
32.652,0,32.652,1,32.652,0,32.652,2
32.653,1,32.653,2,32.653,0,32.653,0
32.654,1,32.654,2,32.654,1,32.654,0
32.655,1,32.655,0,32.655,1,32.655,0
32.656,0,32.656,0,32.656,1,32.656,1
32.657,1,32.657,0,32.657,0,32.657,0
32.658,0,32.658,1,32.658,0,32.658,0
32.659,2,32.659,2,32.659,0,32.659,0
32.66,3,32.66,1,32.66,1,32.66,0
32.661,0,32.661,0,32.661,1,32.661,0
32.662,0,32.662,0,32.662,1,32.662,1
32.663,0,32.663,0,32.663,0,32.663,0
32.664,0,32.664,0,32.664,0,32.664,0
32.665,0,32.665,1,32.665,0,32.665,0
32.666,0,32.666,1,32.666,0,32.666,0
32.667,0,32.667,0,32.667,0,32.667,0
32.668,0,32.668,0,32.668,0,32.668,1
32.669,0,32.669,0,32.669,0,32.669,0
32.67,0,32.67,0,32.67,0,32.67,0
32.671,1,32.671,0,32.671,0,32.671,0
32.672,0,32.672,1,32.672,0,32.672,2
32.673,1,32.673,2,32.673,0,32.673,0
32.674,1,32.674,2,32.674,1,32.674,0
32.675,1,32.675,0,32.675,1,32.675,0
32.676,0,32.676,0,32.676,1,32.676,1
32.677,1,32.677,0,32.677,0,32.677,0
32.678,0,32.678,0,32.678,0,32.678,0
32.679,1,32.679,1,32.679,0,32.679,0
32.68,3,32.68,1,32.68,0,32.68,0
32.681,0,32.681,0,32.681,1,32.681,0
32.682,0,32.682,0,32.682,1,32.682,1
32.683,0,32.683,0,32.683,0,32.683,0
32.684,0,32.684,0,32.684,0,32.684,0
32.685,0,32.685,0,32.685,0,32.685,0
32.686,0,32.686,0,32.686,0,32.686,0
32.687,0,32.687,0,32.687,0,32.687,0
32.688,0,32.688,0,32.688,0,32.688,1
32.689,0,32.689,0,32.689,0,32.689,0
32.69,0,32.69,0,32.69,0,32.69,0
32.691,1,32.691,0,32.691,0,32.691,0
32.692,0,32.692,1,32.692,0,32.692,2
32.693,1,32.693,2,32.693,0,32.693,0
32.694,1,32.694,2,32.694,1,32.694,0
32.695,1,32.695,0,32.695,1,32.695,0
32.696,0,32.696,0,32.696,1,32.696,1
32.697,1,32.697,0,32.697,0,32.697,0
32.698,0,32.698,0,32.698,0,32.698,0
32.699,1,32.699,1,32.699,0,32.699,0
32.7,3,32.7,1,32.7,0,32.7,0
32.701,1,32.701,0,32.701,1,32.701,0
32.702,0,32.702,0,32.702,1,32.702,1
32.703,0,32.703,0,32.703,0,32.703,0
32.704,0,32.704,0,32.704,0,32.704,0
32.705,0,32.705,0,32.705,0,32.705,0
32.706,0,32.706,1,32.706,0,32.706,0
32.707,0,32.707,0,32.707,0,32.707,0
32.708,0,32.708,0,32.708,0,32.708,1
32.709,0,32.709,0,32.709,0,32.709,0
32.71,0,32.71,0,32.71,0,32.71,0
32.711,1,32.711,0,32.711,0,32.711,0
32.712,0,32.712,1,32.712,0,32.712,2
32.713,1,32.713,2,32.713,0,32.713,0
32.714,1,32.714,2,32.714,1,32.714,0
32.715,1,32.715,0,32.715,1,32.715,0
32.716,0,32.716,0,32.716,1,32.716,1
32.717,1,32.717,0,32.717,0,32.717,0
32.718,0,32.718,1,32.718,0,32.718,0
32.719,2,32.719,2,32.719,0,32.719,0
32.72,3,32.72,1,32.72,0,32.72,0
32.721,1,32.721,0,32.721,1,32.721,0
32.722,0,32.722,0,32.722,1,32.722,1
32.723,0,32.723,0,32.723,0,32.723,0
32.724,0,32.724,0,32.724,0,32.724,0
32.725,0,32.725,1,32.725,0,32.725,0
32.726,0,32.726,1,32.726,0,32.726,0
32.727,0,32.727,0,32.727,0,32.727,0
32.728,0,32.728,0,32.728,0,32.728,1
32.729,0,32.729,0,32.729,0,32.729,0
32.73,0,32.73,0,32.73,0,32.73,0
32.731,1,32.731,0,32.731,0,32.731,0
32.732,0,32.732,1,32.732,0,32.732,2
32.733,1,32.733,2,32.733,0,32.733,0
32.734,1,32.734,2,32.734,1,32.734,0
32.735,1,32.735,0,32.735,1,32.735,0
32.736,0,32.736,0,32.736,1,32.736,1
32.737,1,32.737,0,32.737,0,32.737,0
32.738,0,32.738,0,32.738,0,32.738,0
32.739,1,32.739,1,32.739,0,32.739,0
32.74,3,32.74,1,32.74,0,32.74,0
32.741,1,32.741,0,32.741,1,32.741,0
32.742,0,32.742,0,32.742,1,32.742,1
32.743,0,32.743,0,32.743,0,32.743,0
32.744,0,32.744,0,32.744,0,32.744,0
32.745,0,32.745,0,32.745,0,32.745,0
32.746,0,32.746,0,32.746,0,32.746,0
32.747,0,32.747,0,32.747,0,32.747,0
32.748,0,32.748,0,32.748,0,32.748,1
32.749,0,32.749,0,32.749,0,32.749,0
32.75,0,32.75,0,32.75,0,32.75,0
32.751,1,32.751,0,32.751,0,32.751,0
32.752,0,32.752,1,32.752,0,32.752,2
32.753,1,32.753,2,32.753,0,32.753,0
32.754,1,32.754,2,32.754,1,32.754,0
32.755,1,32.755,0,32.755,1,32.755,0
32.756,0,32.756,0,32.756,1,32.756,1
32.757,1,32.757,0,32.757,0,32.757,0
32.758,0,32.758,0,32.758,0,32.758,0
32.759,1,32.759,1,32.759,0,32.759,0
32.76,3,32.76,1,32.76,0,32.76,0
32.761,0,32.761,0,32.761,1,32.761,0
32.762,0,32.762,0,32.762,1,32.762,1
32.763,0,32.763,0,32.763,0,32.763,0
32.764,0,32.764,0,32.764,0,32.764,0
32.765,0,32.765,0,32.765,0,32.765,0
32.766,1,32.766,0,32.766,0,32.766,0
32.767,0,32.767,0,32.767,0,32.767,0
32.768,0,32.768,0,32.768,0,32.768,1
32.769,0,32.769,0,32.769,0,32.769,0
32.77,0,32.77,0,32.77,0,32.77,0
32.771,1,32.771,0,32.771,0,32.771,0
32.772,0,32.772,1,32.772,0,32.772,2
32.773,1,32.773,2,32.773,0,32.773,0
32.774,1,32.774,2,32.774,1,32.774,0
32.775,1,32.775,0,32.775,1,32.775,0
32.776,0,32.776,0,32.776,1,32.776,1
32.777,1,32.777,0,32.777,0,32.777,0
32.778,0,32.778,0,32.778,0,32.778,0
32.779,1,32.779,1,32.779,0,32.779,0
32.78,3,32.78,1,32.78,0,32.78,0
32.781,1,32.781,0,32.781,1,32.781,0
32.782,0,32.782,0,32.782,1,32.782,1
32.783,0,32.783,0,32.783,0,32.783,0
32.784,0,32.784,0,32.784,0,32.784,0
32.785,0,32.785,0,32.785,0,32.785,0
32.786,0,32.786,0,32.786,0,32.786,0
32.787,0,32.787,0,32.787,0,32.787,0
32.788,0,32.788,0,32.788,1,32.788,1
32.789,0,32.789,0,32.789,0,32.789,0
32.79,0,32.79,0,32.79,0,32.79,0
32.791,1,32.791,0,32.791,0,32.791,0
32.792,0,32.792,1,32.792,0,32.792,2
32.793,1,32.793,2,32.793,0,32.793,0
32.794,1,32.794,2,32.794,1,32.794,1
32.795,1,32.795,0,32.795,1,32.795,0
32.796,0,32.796,0,32.796,1,32.796,1
32.797,1,32.797,0,32.797,0,32.797,0
32.798,0,32.798,0,32.798,0,32.798,0
32.799,1,32.799,1,32.799,0,32.799,0
32.8,3,32.8,1,32.8,0,32.8,0
32.801,1,32.801,0,32.801,1,32.801,0
32.802,0,32.802,0,32.802,1,32.802,1
32.803,0,32.803,0,32.803,0,32.803,0
32.804,0,32.804,0,32.804,0,32.804,0
32.805,0,32.805,0,32.805,0,32.805,0
32.806,0,32.806,0,32.806,0,32.806,0
32.807,0,32.807,0,32.807,0,32.807,0
32.808,0,32.808,0,32.808,1,32.808,1
32.809,0,32.809,0,32.809,0,32.809,0
32.81,0,32.81,0,32.81,0,32.81,0
32.811,1,32.811,0,32.811,0,32.811,0
32.812,0,32.812,1,32.812,0,32.812,2
32.813,1,32.813,2,32.813,0,32.813,0
32.814,1,32.814,2,32.814,1,32.814,0
32.815,1,32.815,0,32.815,1,32.815,0
32.816,0,32.816,0,32.816,1,32.816,1
32.817,1,32.817,0,32.817,0,32.817,0
32.818,0,32.818,1,32.818,0,32.818,0
32.819,2,32.819,2,32.819,0,32.819,0
32.82,3,32.82,1,32.82,1,32.82,0
32.821,1,32.821,0,32.821,1,32.821,0
32.822,0,32.822,0,32.822,0,32.822,1
32.823,0,32.823,0,32.823,0,32.823,0
32.824,0,32.824,0,32.824,0,32.824,0
32.825,0,32.825,0,32.825,0,32.825,0
32.826,0,32.826,1,32.826,0,32.826,0
32.827,0,32.827,0,32.827,0,32.827,0
32.828,0,32.828,0,32.828,0,32.828,0
32.829,0,32.829,0,32.829,0,32.829,0
32.83,0,32.83,0,32.83,0,32.83,0
32.831,1,32.831,0,32.831,0,32.831,0
32.832,0,32.832,1,32.832,0,32.832,2
32.833,2,32.833,2,32.833,0,32.833,0
32.834,1,32.834,2,32.834,1,32.834,0
32.835,1,32.835,0,32.835,1,32.835,0
32.836,0,32.836,0,32.836,1,32.836,1
32.837,1,32.837,0,32.837,0,32.837,0
32.838,0,32.838,0,32.838,0,32.838,0
32.839,1,32.839,1,32.839,0,32.839,0
32.84,3,32.84,1,32.84,0,32.84,0
32.841,1,32.841,0,32.841,1,32.841,0
32.842,0,32.842,0,32.842,1,32.842,1
32.843,0,32.843,0,32.843,0,32.843,0
32.844,0,32.844,0,32.844,0,32.844,0
32.845,0,32.845,0,32.845,0,32.845,0
32.846,0,32.846,0,32.846,0,32.846,0
32.847,0,32.847,0,32.847,0,32.847,0
32.848,0,32.848,0,32.848,0,32.848,0
32.849,0,32.849,0,32.849,0,32.849,0
32.85,0,32.85,0,32.85,0,32.85,0
32.851,1,32.851,0,32.851,0,32.851,0
32.852,0,32.852,1,32.852,0,32.852,2
32.853,2,32.853,2,32.853,0,32.853,0
32.854,1,32.854,2,32.854,1,32.854,0
32.855,1,32.855,0,32.855,1,32.855,0
32.856,0,32.856,0,32.856,1,32.856,1
32.857,1,32.857,0,32.857,0,32.857,0
32.858,0,32.858,0,32.858,0,32.858,0
32.859,1,32.859,1,32.859,0,32.859,0
32.86,3,32.86,1,32.86,0,32.86,0
32.861,0,32.861,0,32.861,0,32.861,0
32.862,0,32.862,0,32.862,0,32.862,1
32.863,0,32.863,0,32.863,0,32.863,0
32.864,0,32.864,0,32.864,0,32.864,0
32.865,0,32.865,0,32.865,0,32.865,0
32.866,1,32.866,0,32.866,0,32.866,0
32.867,0,32.867,0,32.867,0,32.867,0
32.868,0,32.868,0,32.868,0,32.868,0
32.869,0,32.869,0,32.869,0,32.869,0
32.87,0,32.87,0,32.87,0,32.87,0
32.871,1,32.871,0,32.871,0,32.871,0
32.872,0,32.872,1,32.872,0,32.872,2
32.873,2,32.873,2,32.873,0,32.873,0
32.874,1,32.874,2,32.874,1,32.874,0
32.875,1,32.875,0,32.875,1,32.875,0
32.876,0,32.876,0,32.876,1,32.876,1
32.877,1,32.877,0,32.877,0,32.877,0
32.878,0,32.878,0,32.878,0,32.878,0
32.879,1,32.879,1,32.879,0,32.879,0
32.88,3,32.88,1,32.88,1,32.88,0
32.881,1,32.881,0,32.881,0,32.881,0
32.882,0,32.882,0,32.882,1,32.882,1
32.883,0,32.883,0,32.883,0,32.883,0
32.884,0,32.884,0,32.884,0,32.884,0
32.885,0,32.885,0,32.885,0,32.885,0
32.886,0,32.886,1,32.886,0,32.886,0
32.887,0,32.887,0,32.887,0,32.887,0
32.888,0,32.888,0,32.888,0,32.888,1
32.889,0,32.889,0,32.889,0,32.889,0
32.89,0,32.89,0,32.89,0,32.89,0
32.891,1,32.891,0,32.891,0,32.891,0
32.892,0,32.892,1,32.892,0,32.892,2
32.893,2,32.893,2,32.893,0,32.893,0
32.894,1,32.894,2,32.894,1,32.894,0
32.895,1,32.895,0,32.895,1,32.895,0
32.896,0,32.896,0,32.896,1,32.896,1
32.897,1,32.897,0,32.897,0,32.897,0
32.898,0,32.898,0,32.898,0,32.898,0
32.899,1,32.899,1,32.899,0,32.899,0
32.9,3,32.9,1,32.9,0,32.9,0
32.901,1,32.901,0,32.901,1,32.901,0
32.902,0,32.902,0,32.902,1,32.902,1
32.903,0,32.903,0,32.903,0,32.903,0
32.904,0,32.904,0,32.904,0,32.904,0
32.905,0,32.905,0,32.905,0,32.905,0
32.906,0,32.906,0,32.906,0,32.906,0
32.907,0,32.907,0,32.907,0,32.907,0
32.908,0,32.908,0,32.908,0,32.908,1
32.909,0,32.909,0,32.909,0,32.909,0
32.91,0,32.91,0,32.91,0,32.91,0
32.911,1,32.911,0,32.911,0,32.911,0
32.912,0,32.912,1,32.912,0,32.912,2
32.913,1,32.913,2,32.913,0,32.913,0
32.914,1,32.914,2,32.914,1,32.914,0
32.915,1,32.915,0,32.915,1,32.915,0
32.916,0,32.916,0,32.916,1,32.916,1
32.917,1,32.917,0,32.917,0,32.917,0
32.918,0,32.918,1,32.918,0,32.918,0
32.919,2,32.919,2,32.919,0,32.919,0
32.92,3,32.92,1,32.92,0,32.92,0
32.921,1,32.921,0,32.921,1,32.921,0
32.922,0,32.922,0,32.922,1,32.922,1
32.923,0,32.923,0,32.923,0,32.923,0
32.924,0,32.924,0,32.924,0,32.924,0
32.925,1,32.925,1,32.925,0,32.925,0
32.926,0,32.926,0,32.926,0,32.926,0
32.927,0,32.927,0,32.927,0,32.927,0
32.928,0,32.928,0,32.928,0,32.928,1
32.929,0,32.929,0,32.929,0,32.929,0
32.93,0,32.93,0,32.93,0,32.93,0
32.931,1,32.931,0,32.931,0,32.931,0
32.932,0,32.932,1,32.932,0,32.932,2
32.933,2,32.933,2,32.933,0,32.933,0
32.934,1,32.934,2,32.934,1,32.934,0
32.935,1,32.935,0,32.935,1,32.935,0
32.936,0,32.936,0,32.936,1,32.936,1
32.937,1,32.937,0,32.937,0,32.937,0
32.938,0,32.938,0,32.938,0,32.938,0
32.939,1,32.939,1,32.939,0,32.939,0
32.94,3,32.94,1,32.94,0,32.94,0
32.941,1,32.941,0,32.941,1,32.941,0
32.942,0,32.942,0,32.942,1,32.942,1
32.943,0,32.943,0,32.943,0,32.943,0
32.944,0,32.944,0,32.944,0,32.944,0
32.945,0,32.945,0,32.945,0,32.945,0
32.946,0,32.946,0,32.946,0,32.946,0
32.947,0,32.947,0,32.947,0,32.947,0
32.948,0,32.948,0,32.948,0,32.948,0
32.949,0,32.949,0,32.949,0,32.949,0
32.95,0,32.95,0,32.95,0,32.95,0
32.951,1,32.951,0,32.951,0,32.951,0
32.952,0,32.952,1,32.952,0,32.952,2
32.953,2,32.953,2,32.953,0,32.953,0
32.954,1,32.954,2,32.954,1,32.954,0
32.955,1,32.955,0,32.955,1,32.955,0
32.956,0,32.956,0,32.956,1,32.956,1
32.957,1,32.957,0,32.957,0,32.957,0
32.958,0,32.958,0,32.958,0,32.958,0
32.959,1,32.959,1,32.959,0,32.959,0
32.96,3,32.96,1,32.96,0,32.96,0
32.961,1,32.961,0,32.961,1,32.961,0
32.962,0,32.962,0,32.962,1,32.962,1
32.963,0,32.963,0,32.963,0,32.963,0
32.964,0,32.964,0,32.964,0,32.964,0
32.965,0,32.965,0,32.965,0,32.965,0
32.966,0,32.966,0,32.966,0,32.966,0
32.967,0,32.967,0,32.967,0,32.967,0
32.968,0,32.968,0,32.968,1,32.968,0
32.969,0,32.969,0,32.969,0,32.969,0
32.97,0,32.97,0,32.97,0,32.97,0
32.971,1,32.971,0,32.971,0,32.971,0
32.972,0,32.972,1,32.972,0,32.972,2
32.973,2,32.973,2,32.973,0,32.973,0
32.974,1,32.974,2,32.974,1,32.974,0
32.975,1,32.975,0,32.975,1,32.975,0
32.976,0,32.976,0,32.976,1,32.976,1
32.977,1,32.977,0,32.977,0,32.977,0
32.978,0,32.978,0,32.978,0,32.978,0
32.979,1,32.979,1,32.979,0,32.979,0
32.98,2,32.98,1,32.98,0,32.98,0
